Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,21074,2022-03-16,0.1329690525,0.0966425385,0.0694534601,21,100
Market-Adjusted Model,21075,2022-03-16,0.0035934135,-0.060498721,-0.059922179,21,100
Market-Adjusted Model,21076,2022-03-16,0.246835444,0.2589311382,0.1833198516,21,100
Market-Adjusted Model,21077,2022-03-16,-0.008620679,-0.046334143,-0.072136271,21,100
Market-Adjusted Model,21078,2022-03-16,0.0066769937,-0.057426773,-0.056838599,21,100
Market-Adjusted Model,21079,2022-03-16,0.0025666959,-0.06149617,-0.060948896,21,100
Market-Adjusted Model,21080,2022-03-16,0.0015400764,-0.062542465,-0.061975516,21,100
Market-Adjusted Model,21081,2022-03-16,-0.018750015,-0.058349621,-0.082265607,21,100
Market-Adjusted Model,21082,2022-03-16,0.0020491295,-0.0620472,-0.061466463,21,100
Market-Adjusted Model,21083,2022-03-16,0.0015377082,-0.062535165,-0.061977884,21,100
Market-Adjusted Model,21084,2022-03-16,0.002055546,-0.062024114,-0.061460046,21,100
Market-Adjusted Model,21085,2022-03-16,0.0030801529,-0.061001738,-0.060435439,21,100
Market-Adjusted Model,21086,2022-03-16,0.0046201311,-0.059476227,-0.058895461,21,100
Market-Adjusted Model,21087,2022-03-16,0.0693573844,0.0237505253,0.005841792,21,100
Market-Adjusted Model,21088,2022-03-16,0.0041110912,-0.059988204,-0.059404501,21,100
Market-Adjusted Model,21089,2022-03-16,-0.097938163,-0.123434119,-0.161453756,21,100
Market-Adjusted Model,21090,2022-03-16,0.2034883026,0.2416570551,0.1399727102,21,100
Market-Adjusted Model,21091,2022-03-16,-0.280623567,-0.377229636,-0.344139159,21,100
Market-Adjusted Model,21092,2022-03-16,0.0030895708,-0.061004635,-0.060426022,21,100
Market-Adjusted Model,21094,2022-03-16,-0.004038444,-0.068134801,-0.067554036,21,100
Market-Adjusted Model,21095,2022-03-16,0.0041067722,-0.059990369,-0.05940882,21,100
Market-Adjusted Model,21096,2022-03-16,0.0097431125,-0.026655981,-0.05377248,21,100
Market-Adjusted Model,21097,2022-03-16,0.0035934136,-0.060508956,-0.059922179,21,100
Market-Adjusted Model,21099,2022-03-16,0.0025614361,-0.061517056,-0.060954156,21,100
Market-Adjusted Model,21102,2022-03-16,-0.01631706,-0.024330159,-0.079832652,21,100
Market-Adjusted Model,21103,2022-03-16,0.0010120723,-0.06302051,-0.06250352,21,100
Market-Adjusted Model,21104,2022-03-16,2.8339E-10,-0.064086001,-0.063515592,21,100
Market-Adjusted Model,21105,2022-03-16,-0.100332884,-0.153217511,-0.163848476,21,100
Market-Adjusted Model,21106,2022-03-16,0.1078899084,0.1063117538,0.044374316,21,100
Market-Adjusted Model,21107,2022-03-16,0.0035897278,-0.060506606,-0.059925865,21,100
Market-Adjusted Model,21108,2022-03-16,0.0010298896,-0.063057689,-0.062485703,21,100
Market-Adjusted Model,21109,2022-03-16,-0.120092383,-0.167827979,-0.183607976,21,100
Market-Adjusted Model,21110,2022-03-16,0.2901554677,0.2873712197,0.2266398753,21,100
Market-Adjusted Model,21111,2022-03-16,-0.291861175,-0.371253804,-0.355376767,21,100
Market-Adjusted Model,21112,2022-03-16,-0.083484579,-0.140858214,-0.147000172,21,100
Market-Adjusted Model,21113,2022-03-16,0.0006577705,-0.063417758,-0.062857822,21,100
Market-Adjusted Model,21114,2022-03-16,0.0029644005,-0.061131063,-0.060551192,21,100
Market-Adjusted Model,21115,2022-03-16,0.0041152225,-0.059976927,-0.05940037,21,100
Market-Adjusted Model,21116,2022-03-16,-0.082244477,-0.14300026,-0.145760069,21,100
Market-Adjusted Model,21117,2022-03-16,0.1228304538,0.0840976025,0.0593148614,21,100
Market-Adjusted Model,21118,2022-03-16,-0.088388174,-0.110321858,-0.151903766,21,100
Market-Adjusted Model,21120,2022-03-16,-0.052672377,-0.094536298,-0.11618797,21,100
Market-Adjusted Model,21121,2022-03-16,-0.038216562,-0.075797258,-0.101732154,21,100
Market-Adjusted Model,21122,2022-03-16,0.1940879692,0.1425460445,0.1305723767,21,100
Market-Adjusted Model,21123,2022-03-16,0.0181987537,-0.02572455,-0.045316839,21,100
Market-Adjusted Model,21124,2022-03-16,-0.044046923,-0.099904852,-0.107562515,21,100
Market-Adjusted Model,21125,2022-03-16,0.2138788878,0.1470210047,0.1503632954,21,100
Market-Adjusted Model,21135,2022-03-16,-0.007773209,-0.071732637,-0.071288801,21,100
Market-Adjusted Model,21152,2022-03-16,0.0468817265,-0.016201303,-0.016633866,21,100
Market-Adjusted Model,21178,2022-03-16,-0.023345904,-0.082959952,-0.086861497,21,100
Market-Adjusted Model,21186,2022-03-16,0.0910348219,0.0287355008,0.0275192295,21,100
Market-Adjusted Model,21193,2022-03-16,0.0025733009,-0.061524365,-0.060942292,21,100
Market-Adjusted Model,21195,2022-03-16,0.0342601502,-0.024919161,-0.029255442,21,100
Market-Adjusted Model,21196,2022-03-16,0.0601038248,-0.004897822,-0.003411768,21,100
Market-Adjusted Model,21197,2022-03-16,0.0517707937,-0.011517053,-0.011744799,21,100
Market-Adjusted Model,21198,2022-03-16,-0.056027146,-0.046260586,-0.119542739,21,100
Market-Adjusted Model,21199,2022-03-16,0.0025733011,-0.061519241,-0.060942291,21,100
Market-Adjusted Model,21200,2022-03-16,-0.107412972,-0.161026044,-0.170928565,21,100
Market-Adjusted Model,21201,2022-03-16,0.0615395253,0.013071782,-0.001976067,21,100
Market-Adjusted Model,21203,2022-03-16,-0.010466534,-0.073851837,-0.073982126,21,100
Market-Adjusted Model,21204,2022-03-16,-0.062834927,-0.122062841,-0.126350519,21,100
Market-Adjusted Model,21205,2022-03-16,0.0149250532,-0.043458714,-0.048590539,21,100
Market-Adjusted Model,21206,2022-03-16,0.0518132382,-0.010165536,-0.011702354,21,100
Market-Adjusted Model,21207,2022-03-16,0.1670610506,0.0956870674,0.1035454582,21,100
Market-Adjusted Model,21209,2022-03-16,0.0810971186,0.0427233706,0.0175815262,21,100
Market-Adjusted Model,21210,2022-03-16,0.5154852767,0.3902170383,0.4519696843,21,100
Market-Adjusted Model,21211,2022-03-16,0.0000102808,-0.064080069,-0.063505312,21,100
Market-Adjusted Model,21212,2022-03-16,-0.042402912,-0.107333469,-0.105918504,21,100
Market-Adjusted Model,21213,2022-03-16,0.0534947399,-0.003788227,-0.010020853,21,100
Market-Adjusted Model,21214,2022-03-16,0.0364682743,-0.025456506,-0.027047318,21,100
Market-Adjusted Model,21217,2022-03-16,0.0051440528,-0.058952559,-0.05837154,21,100
Market-Adjusted Model,21218,2022-03-16,0.001009105,-0.063082234,-0.062506487,21,100
Market-Adjusted Model,21219,2022-03-16,0.2052011543,0.1309276968,0.1416855619,21,100
Market-Adjusted Model,21220,2022-03-16,-0.028039326,-0.092065204,-0.091554918,21,100
Market-Adjusted Model,21221,2022-03-16,0.0061538891,-0.057942455,-0.057361703,21,100
Market-Adjusted Model,21222,2022-03-16,0.0868486105,0.0365378226,0.0233330181,21,100
Market-Adjusted Model,21225,2022-03-16,0.0453003473,-0.01893961,-0.018215245,21,100
Market-Adjusted Model,21226,2022-03-16,0.0051493501,-0.058953083,-0.058366242,21,100
Market-Adjusted Model,21227,2022-03-16,0.0028244764,-0.050094369,-0.060691116,21,100
Market-Adjusted Model,21228,2022-03-16,-0.140109883,-0.174725006,-0.203625476,21,100
Market-Adjusted Model,21229,2022-03-16,0.0051387658,-0.058955683,-0.058376827,21,100
Market-Adjusted Model,21230,2022-03-16,-0.033472837,-0.08550893,-0.09698843,21,100
Market-Adjusted Model,21233,2022-03-16,0.0248446899,0.0006559748,-0.038670902,21,100
Market-Adjusted Model,21234,2022-03-16,0.0382648423,-0.024234527,-0.02525075,21,100
Market-Adjusted Model,21235,2022-03-16,0.0756063871,0.0110671951,0.0120907947,21,100
Market-Adjusted Model,21236,2022-03-16,0.0471191711,-0.015594353,-0.016396421,21,100
Market-Adjusted Model,21237,2022-03-16,-0.099984788,-0.152503146,-0.16350038,21,100
Market-Adjusted Model,21238,2022-03-16,0.0582399575,-0.004761738,-0.005275635,21,100
Market-Adjusted Model,21239,2022-03-16,0.0413606034,-0.019245654,-0.022154989,21,100
Market-Adjusted Model,21240,2022-03-16,0.0749216931,0.0096267638,0.0114061007,21,100
Market-Adjusted Model,21241,2022-03-16,0.0759557628,0.0133121517,0.0124401704,21,100
Market-Adjusted Model,21242,2022-03-16,0.1641006513,0.0972347433,0.1005850588,21,100
Market-Adjusted Model,21243,2022-03-16,0.0677207827,0.0028102387,0.0042051903,21,100
Market-Adjusted Model,21244,2022-03-16,0.0314625788,-0.031027283,-0.032053014,21,100
Market-Adjusted Model,21245,2022-03-16,-0.035766789,-0.097175215,-0.099282381,21,100
Market-Adjusted Model,21246,2022-03-16,0.0637167746,-0.000034302,0.0002011821,21,100
Market-Adjusted Model,21247,2022-03-16,0.0542985949,-0.000082675,-0.009216997,21,100
Market-Adjusted Model,21248,2022-03-16,0.0503828115,-0.013702059,-0.013132781,21,100
Market-Adjusted Model,21249,2022-03-16,0.0127388344,0.0742298514,-0.050776758,21,100
Market-Adjusted Model,21250,2022-03-16,0.0265969143,-0.036805353,-0.036918678,21,100
Market-Adjusted Model,21251,2022-03-16,0.0107259497,-0.051028203,-0.052789643,21,100
Market-Adjusted Model,21252,2022-03-16,-0.034965959,-0.094129738,-0.098481552,21,100
Market-Adjusted Model,21253,2022-03-16,-0.001511369,-0.065601711,-0.065026962,21,100
Market-Adjusted Model,21254,2022-03-16,0.0082304444,-0.055886435,-0.055285148,21,100
Market-Adjusted Model,21255,2022-03-16,0.0041067721,-0.059976255,-0.05940882,21,100
Market-Adjusted Model,21256,2022-03-16,0.0030863921,-0.061000769,-0.0604292,21,100
Market-Adjusted Model,21257,2022-03-16,0.2497584433,0.1698815591,0.1862428509,21,100
Market-Adjusted Model,21259,2022-03-16,-0.017497312,-0.080554578,-0.081012905,21,100
Market-Adjusted Model,21260,2022-03-16,-2.56248E-10,-0.064057303,-0.063515593,21,100
Market-Adjusted Model,21261,2022-03-16,-0.078855554,-0.131327269,-0.142371147,21,100
Market-Adjusted Model,21262,2022-03-16,-0.262011999,-0.346933478,-0.325527591,21,100
Market-Adjusted Model,21263,2022-03-16,-0.188351857,-0.236395091,-0.251867449,21,100
Market-Adjusted Model,21264,2022-03-16,0.0034414793,-0.060653233,-0.060074113,21,100
Market-Adjusted Model,21265,2022-03-16,0.002024241,-0.062035612,-0.061491351,21,100
Market-Adjusted Model,21267,2022-03-16,0.0019836036,-0.062103038,-0.061531989,21,100
Market-Adjusted Model,21268,2022-03-16,-0.154589339,-0.171230848,-0.218104932,21,100
Market-Adjusted Model,21269,2022-03-16,-0.017157151,-0.037232224,-0.080672744,21,100
Market-Adjusted Model,21270,2022-03-16,0.0025654768,-0.061511459,-0.060950116,21,100
Market-Adjusted Model,21271,2022-03-16,-0.04425324,-0.102813453,-0.107768832,21,100
Market-Adjusted Model,21272,2022-03-16,-0.177290806,-0.246975652,-0.240806398,21,100
Market-Adjusted Model,21273,2022-03-16,0.0046272571,-0.059480385,-0.058888335,21,100
Market-Adjusted Model,21276,2022-03-16,0.0049950239,-0.059108224,-0.058520569,21,100
Market-Adjusted Model,21277,2022-03-16,0.428571349,0.3389565333,0.3650557566,21,100
Market-Adjusted Model,21278,2022-03-16,0.0273037289,-0.01592273,-0.036211864,21,100
Market-Adjusted Model,21279,2022-03-16,0.0010369986,-0.063051696,-0.062478594,21,100
Market-Adjusted Model,21280,2022-03-16,0.6574073036,0.6752047502,0.5938917112,21,100
Market-Adjusted Model,21281,2022-03-16,0.1848852783,0.1277335443,0.1213696859,21,100
Market-Adjusted Model,21284,2022-03-16,0.0005125692,-0.063406261,-0.063003023,21,100
Market-Adjusted Model,21285,2022-03-16,-0.06976744,-0.120918551,-0.133283033,21,100
Market-Adjusted Model,21286,2022-03-16,-0.005035266,-0.069037203,-0.068550859,21,100
Market-Adjusted Model,21287,2022-03-16,0.0061856103,-0.057917353,-0.057329982,21,100
Market-Adjusted Model,21288,2022-03-16,0.146153911,0.1579404165,0.0826383186,21,100
Market-Adjusted Model,21289,2022-03-16,0.0051281905,-0.016162616,-0.058387402,21,100
Market-Adjusted Model,21292,2022-03-16,0.0041958721,-0.059903381,-0.05931972,21,100
Market-Adjusted Model,21293,2022-03-16,0.0030801528,-0.061017217,-0.06043544,21,100
Market-Adjusted Model,21294,2022-03-16,0.0122783299,-0.048193644,-0.051237263,21,100
Market-Adjusted Model,21295,2022-03-16,0.0066940865,-0.057412271,-0.056821506,21,100
Market-Adjusted Model,21296,2022-03-16,0.0010309513,-0.063015497,-0.062484641,21,100
Market-Adjusted Model,21297,2022-03-16,0.0237301198,-0.033167954,-0.039785473,21,100
Market-Adjusted Model,21298,2022-03-16,0.0061856103,-0.057919733,-0.057329982,21,100
Market-Adjusted Model,21299,2022-03-16,0.0051652105,-0.058916842,-0.058350382,21,100
Market-Adjusted Model,21300,2022-03-16,0.0478821791,-0.015648651,-0.015633413,21,100
Market-Adjusted Model,21301,2022-03-16,-0.116238036,-0.142101139,-0.179753629,21,100
Market-Adjusted Model,21302,2022-03-16,0.0014270846,-0.06266621,-0.062088508,21,100
Market-Adjusted Model,21305,2022-03-16,0.0020513289,-0.062042374,-0.061464263,21,100
Market-Adjusted Model,21306,2022-03-16,0.0041152221,-0.059972177,-0.05940037,21,100
Market-Adjusted Model,21307,2022-03-16,0.0051546588,-0.05894536,-0.058360934,21,100
Market-Adjusted Model,21308,2022-03-16,0.0691823985,0.0707596672,0.0056668061,21,100
Market-Adjusted Model,21309,2022-03-16,-0.215469622,-0.244223337,-0.278985215,21,100
Market-Adjusted Model,21310,2022-03-16,4.018474E-11,-0.064092912,-0.063515592,21,100
Market-Adjusted Model,21313,2022-03-16,0.0070927806,-0.057020267,-0.056422812,21,100
Market-Adjusted Model,21314,2022-03-16,0.0041194605,-0.059981872,-0.059396132,21,100
Market-Adjusted Model,21315,2022-03-16,0.0010267175,-0.063049888,-0.062488875,21,100
Market-Adjusted Model,21316,2022-03-16,0.0041237071,-0.0599484,-0.059391885,21,100
Market-Adjusted Model,21317,2022-03-16,0.0592486347,-0.004440571,-0.004266958,21,100
Market-Adjusted Model,21318,2022-03-16,0.007216562,-0.056890312,-0.05629903,21,100
Market-Adjusted Model,21319,2022-03-16,0.0049949289,-0.059101985,-0.058520664,21,100
Market-Adjusted Model,21320,2022-03-16,0.0092402622,-0.054872328,-0.05427533,21,100
Market-Adjusted Model,21321,2022-03-16,0.0448179532,0.0372532924,-0.018697639,21,100
Market-Adjusted Model,21322,2022-03-16,-0.425641021,-0.439698817,-0.489156614,21,100
Market-Adjusted Model,21323,2022-03-16,-0.120521136,-0.18068658,-0.184036729,21,100
Market-Adjusted Model,21324,2022-03-16,-0.247761184,-0.322484508,-0.311276777,21,100
Market-Adjusted Model,21325,2022-03-16,0.4236837256,0.3309830143,0.3601681332,21,100
Market-Adjusted Model,21326,2022-03-16,0.0030863923,-0.061013408,-0.0604292,21,100
Market-Adjusted Model,21327,2022-03-16,-0.008611959,-0.072591205,-0.072127551,21,100
Market-Adjusted Model,21328,2022-03-16,0.0045146668,-0.0519647,-0.059000926,21,100
Market-Adjusted Model,21329,2022-03-16,0.1123066393,0.0465748536,0.0487910469,21,100
Market-Adjusted Model,21330,2022-03-16,0.008247415,-0.055865989,-0.055268177,21,100
Market-Adjusted Model,21331,2022-03-16,0.0654545627,0.0456849261,0.0019389702,21,100
Market-Adjusted Model,21332,2022-03-16,0.0025667939,-0.061531105,-0.060948798,21,100
Market-Adjusted Model,21333,2022-03-16,0.0756347907,0.0111144535,0.0121191983,21,100
Market-Adjusted Model,21334,2022-03-16,-1.67243E-10,-0.064014092,-0.063515593,21,100
Market-Adjusted Model,21335,2022-03-16,0.3418604,0.3023499791,0.2783448076,21,100
Market-Adjusted Model,21336,2022-03-16,0.2189973402,0.1455371882,0.1554817478,21,100
Market-Adjusted Model,21337,2022-03-16,0.0010267175,-0.063058857,-0.062488875,21,100
Market-Adjusted Model,21340,2022-03-16,0.0025667938,-0.061528123,-0.060948799,21,100
Market-Adjusted Model,21341,2022-03-16,0.0537413753,0.0267265067,-0.009774217,21,100
Market-Adjusted Model,21342,2022-03-16,-0.012237707,-0.05994685,-0.0757533,21,100
Market-Adjusted Model,21343,2022-03-16,0.0030364102,-0.06104368,-0.060479182,21,100
Market-Adjusted Model,21344,2022-03-16,0.1339031451,0.0685845388,0.0703875527,21,100
Market-Adjusted Model,21345,2022-03-16,-0.025086498,-0.030548924,-0.088602091,21,100
Market-Adjusted Model,21348,2022-03-16,0.0908108311,0.0504522371,0.0272952387,21,100
Market-Adjusted Model,21349,2022-03-16,0.1468329948,0.0963060759,0.0833174024,21,100
Market-Adjusted Model,21350,2022-03-16,0.1684148405,0.1188582292,0.1048992481,21,100
Market-Adjusted Model,21351,2022-03-16,-0.219796177,-0.273922019,-0.28331177,21,100
Market-Adjusted Model,21352,2022-03-16,0.2989886035,0.2075500087,0.2354730111,21,100
Market-Adjusted Model,21353,2022-03-16,-0.009811928,-0.051481948,-0.073327521,21,100
Market-Adjusted Model,21356,2022-03-16,0.0171658458,-0.040025064,-0.046349747,21,100
Market-Adjusted Model,21357,2022-03-16,-0.108568454,-0.130127725,-0.172084046,21,100
Market-Adjusted Model,21358,2022-03-16,-0.042513863,-0.061852612,-0.106029455,21,100
Market-Adjusted Model,21359,2022-03-16,-0.005069703,-0.060324949,-0.068585295,21,100
Market-Adjusted Model,21360,2022-03-16,-0.129496386,-0.098049453,-0.193011978,21,100
Market-Adjusted Model,21361,2022-03-16,-0.278185464,-0.371807424,-0.341701057,21,100
Market-Adjusted Model,21364,2022-03-16,0.054128412,-0.008177735,-0.00938718,21,100
Market-Adjusted Model,21365,2022-03-16,-0.175781272,-0.246946996,-0.239296865,21,100
Market-Adjusted Model,21366,2022-03-16,0.0174163841,-0.04071656,-0.046099208,21,100
Market-Adjusted Model,21367,2022-03-16,0.0445003814,-0.006344463,-0.019015211,21,100
Market-Adjusted Model,21368,2022-03-16,-0.127586248,-0.151910362,-0.19110184,21,100
Market-Adjusted Model,21369,2022-03-16,-0.374999965,-0.457432544,-0.438515558,21,100
Market-Adjusted Model,21371,2022-03-16,0.0908574489,0.026106166,0.0273418565,21,100
Market-Adjusted Model,21372,2022-03-16,0.0054116378,-0.014668559,-0.058103955,21,100
Market-Adjusted Model,21373,2022-03-16,0.133333382,0.0782880113,0.0698177896,21,100
Market-Adjusted Model,21374,2022-03-16,-0.279411704,-0.019203355,-0.342927296,21,100
Market-Adjusted Model,21375,2022-03-16,0.0650643504,0.0012047729,0.001548758,21,100
Market-Adjusted Model,21376,2022-03-16,0.0337092099,-0.028299675,-0.029806383,21,100
Market-Adjusted Model,21377,2022-03-16,0.0403645874,-0.021973383,-0.023151005,21,100
Market-Adjusted Model,21378,2022-03-16,0.0569335575,-0.006534337,-0.006582035,21,100
Market-Adjusted Model,21379,2022-03-16,-0.11936937,0.0699527199,-0.182884963,21,100
Market-Adjusted Model,21380,2022-03-16,0.0566705341,0.0395831299,-0.006845058,21,100
Market-Adjusted Model,21381,2022-03-16,0.0697663382,0.0161170082,0.0062507458,21,100
Market-Adjusted Model,21382,2022-03-16,0.0548212828,0.0003371568,-0.00869431,21,100
Market-Adjusted Model,21383,2022-03-16,0.0506822202,0.0285095292,-0.012833372,21,100
Market-Adjusted Model,21384,2022-03-16,-0.09622165,-0.148719508,-0.159737243,21,100
Market-Adjusted Model,21385,2022-03-16,0.0563232727,0.0081067128,-0.00719232,21,100
Market-Adjusted Model,21386,2022-03-16,0.026752184,-0.03004096,-0.036763408,21,100
Market-Adjusted Model,21387,2022-03-16,0.0671997516,0.0032514778,0.0036841592,21,100
Market-Adjusted Model,21388,2022-03-16,0.0238261506,-0.025573027,-0.039689442,21,100
Market-Adjusted Model,21391,2022-03-16,-0.001544355,-0.064401695,-0.065059948,21,100
Market-Adjusted Model,21392,2022-03-16,-0.019541041,-0.083608409,-0.083056633,21,100
Market-Adjusted Model,21393,2022-03-16,0.0618409177,-0.001841956,-0.001674675,21,100
Market-Adjusted Model,21394,2022-03-16,0.049739589,-0.012708964,-0.013776003,21,100
Market-Adjusted Model,21395,2022-03-16,0.0174171595,-0.043064421,-0.046098433,21,100
Market-Adjusted Model,21396,2022-03-16,0.0485348237,-0.014935806,-0.014980769,21,100
Market-Adjusted Model,21399,2022-03-16,0.0604096135,-0.000014733,-0.003105979,21,100
Market-Adjusted Model,21400,2022-03-16,0.0266693022,-0.036561281,-0.03684629,21,100
Market-Adjusted Model,21401,2022-03-16,-0.112808448,-0.019715711,-0.176324041,21,100
Market-Adjusted Model,21402,2022-03-16,-0.034354302,-0.098842042,-0.097869895,21,100
Market-Adjusted Model,21403,2022-03-16,0.0316487036,-0.030774017,-0.031866889,21,100
Market-Adjusted Model,21404,2022-03-16,0.0477205948,-0.014580138,-0.015794998,21,100
Market-Adjusted Model,21405,2022-03-16,0.0661248285,0.001871694,0.0026092361,21,100
Market-Adjusted Model,21406,2022-03-16,0.0363805984,-0.023907345,-0.027134994,21,100
Market-Adjusted Model,21407,2022-03-16,-0.040980114,-0.105458806,-0.104495707,21,100
Market-Adjusted Model,21408,2022-03-16,-0.005658465,-0.067877733,-0.069174058,21,100
Market-Adjusted Model,21409,2022-03-16,-0.036803409,-0.091092323,-0.100319002,21,100
Market-Adjusted Model,21410,2022-03-16,0.0837785297,0.0183054523,0.0202629373,21,100
Market-Adjusted Model,21411,2022-03-16,-0.105871493,-0.106080559,-0.169387086,21,100
Market-Adjusted Model,21412,2022-03-16,0.0131578855,-0.027864463,-0.050357707,21,100
Market-Adjusted Model,21413,2022-03-16,0.0407470707,-0.014411859,-0.022768522,21,100
Market-Adjusted Model,21414,2022-03-16,0.0473663467,-0.016870919,-0.016149246,21,100
Market-Adjusted Model,21415,2022-03-16,-0.074964337,-0.09917169,-0.138479929,21,100
Market-Adjusted Model,21416,2022-03-16,-0.017350175,-0.067266956,-0.080865768,21,100
Market-Adjusted Model,21417,2022-03-16,-0.203030256,-0.267026203,-0.266545849,21,100
Market-Adjusted Model,21420,2022-03-16,0.0303701598,-0.032460014,-0.033145433,21,100
Market-Adjusted Model,21421,2022-03-16,0.0665691304,0.0026188142,0.003053538,21,100
Market-Adjusted Model,21422,2022-03-16,0.0039063372,-0.06009695,-0.059609255,21,100
Market-Adjusted Model,21423,2022-03-16,-0.016072134,-0.080250871,-0.079587727,21,100
Market-Adjusted Model,21424,2022-03-16,-0.050185004,-0.112776308,-0.113700596,21,100
Market-Adjusted Model,21425,2022-03-16,0.0431106,-0.018287874,-0.020404992,21,100
Market-Adjusted Model,21428,2022-03-16,-0.209580776,-0.169831678,-0.273096368,21,100
Market-Adjusted Model,21429,2022-03-16,0.0764242472,0.0129814677,0.0129086548,21,100
Market-Adjusted Model,21430,2022-03-16,0.2921642548,0.2080411046,0.2286486624,21,100
Market-Adjusted Model,21431,2022-03-16,-0.114235519,-0.166856834,-0.177751111,21,100
Market-Adjusted Model,21512,2022-03-16,-0.014244999,-0.047667302,-0.077760592,21,100
Market-Adjusted Model,21513,2022-03-16,-0.056451674,-0.073280426,-0.119967266,21,100
Market-Adjusted Model,21516,2022-03-16,-0.079310351,-0.121796102,-0.142825943,21,100
Market-Adjusted Model,21517,2022-03-16,0.1418440074,0.1187907984,0.078328415,21,100
Market-Adjusted Model,21518,2022-03-16,0.849484629,0.5817543246,0.7859690366,21,100
Market-Adjusted Model,21519,2022-03-16,-0.007444216,-0.032939658,-0.070959808,21,100
Market-Adjusted Model,21520,2022-03-16,-0.062189047,-0.057305233,-0.12570464,21,100
Market-Adjusted Model,21521,2022-03-16,0.002059681,-0.062007286,-0.061455911,21,100
Market-Adjusted Model,21524,2022-03-16,0.0041365007,-0.059943948,-0.059379092,21,100
Market-Adjusted Model,21525,2022-03-16,-0.111329469,-0.044335481,-0.174845061,21,100
Market-Adjusted Model,21526,2022-03-16,0.0313380396,0.0443704623,-0.032177553,21,100
Market-Adjusted Model,21527,2022-03-16,-0.308051336,-0.415931076,-0.371566929,21,100
Market-Adjusted Model,21528,2022-03-16,-0.208924911,-0.252958957,-0.272440504,21,100
Market-Adjusted Model,21529,2022-03-16,-0.205227484,-0.253408388,-0.268743076,21,100
Market-Adjusted Model,21532,2022-03-16,0.0024631108,-0.061629123,-0.061052482,21,100
Market-Adjusted Model,21533,2022-03-16,-0.00399389,-0.014385321,-0.067509483,21,100
Market-Adjusted Model,21534,2022-03-16,7.401457E-11,-0.063989523,-0.063515592,21,100
Market-Adjusted Model,21535,2022-03-16,0.0062176605,-0.057862814,-0.057297932,21,100
Market-Adjusted Model,21536,2022-03-16,0.0040609091,-0.060015862,-0.059454683,21,100
Market-Adjusted Model,21537,2022-03-16,0.0031023508,-0.060986173,-0.060413242,21,100
Market-Adjusted Model,21538,2022-03-16,-0.489119165,-0.589962502,-0.552634757,21,100
Market-Adjusted Model,21539,2022-03-16,-0.154078556,-0.206900071,-0.217594149,21,100
Market-Adjusted Model,21540,2022-03-16,-0.135338396,-0.140669119,-0.198853989,21,100
Market-Adjusted Model,21541,2022-03-16,-0.235521206,-0.285227792,-0.299036798,21,100
Market-Adjusted Model,21542,2022-03-16,0.0989011522,0.0419219826,0.0353855598,21,100
Market-Adjusted Model,21543,2022-03-16,0.0104399943,-0.013029207,-0.053075598,21,100
Market-Adjusted Model,21544,2022-03-16,-0.490566049,-0.68935114,-0.554081642,21,100
Market-Adjusted Model,21545,2022-03-16,0.0020672309,-0.061953978,-0.061448361,21,100
Market-Adjusted Model,21546,2022-03-16,0.0673077314,0.1154501634,0.003792139,21,100
Market-Adjusted Model,21547,2022-03-16,-0.38782816,-0.51874815,-0.451343752,21,100
Market-Adjusted Model,21548,2022-03-16,-0.113456479,-0.058125254,-0.082856709,8,100
Market-Adjusted Model,21551,2022-03-16,0.0593220853,0.0066852244,-0.004193507,21,100
Market-Adjusted Model,21552,2022-03-16,0.1209302235,0.0753713689,0.0574146311,21,100
Market-Adjusted Model,21553,2022-03-16,-0.050736489,-0.081188524,-0.114252081,21,100
Market-Adjusted Model,21554,2022-03-16,-0.227717371,-0.289971519,-0.291232964,21,100
Market-Adjusted Model,21555,2022-03-16,0.0515462371,-0.010477419,-0.011969355,21,100
Market-Adjusted Model,21556,2022-03-16,0.0208333791,-0.031252019,-0.042682213,21,100
Market-Adjusted Model,21559,2022-03-16,0.0443201833,-0.001285193,-0.019195409,21,100
Market-Adjusted Model,21560,2022-03-16,-0.124113479,-0.168861505,-0.187629071,21,100
Market-Adjusted Model,21561,2022-03-16,0.0045203493,-0.059561388,-0.058995243,21,100
Market-Adjusted Model,21562,2022-03-16,0.077108343,0.0466542794,0.0135927506,21,100
Market-Adjusted Model,21563,2022-03-16,-0.133254009,-0.182612102,-0.196769601,21,100
Market-Adjusted Model,21564,2022-03-16,-0.095663266,-0.141060847,-0.159178859,21,100
Market-Adjusted Model,21567,2022-03-16,0.0029702701,-0.061113859,-0.060545322,21,100
Market-Adjusted Model,21568,2022-03-16,-0.00453173,-0.068566206,-0.068047322,21,100
Market-Adjusted Model,21569,2022-03-16,-0.326315788,-0.379510015,-0.389831381,21,100
Market-Adjusted Model,21570,2022-03-16,0.0134048115,0.0597586465,-0.050110781,21,100
Market-Adjusted Model,21571,2022-03-16,0.0362059657,0.0226170999,-0.027309627,21,100
Market-Adjusted Model,21572,2022-03-16,-0.186138648,-0.256720311,-0.24965424,21,100
Market-Adjusted Model,21573,2022-03-16,0.1240610332,0.0548157479,0.0605454408,21,100
Market-Adjusted Model,21575,2022-03-16,-1.23968E-11,-0.064091338,-0.063515592,21,100
Market-Adjusted Model,21576,2022-03-16,0.0285087923,-0.013593923,-0.0350068,21,100
