Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,91678,2022-03-16,-0.084337366,-0.131798441,-0.147852959,21,100
Market-Adjusted Model,91683,2022-03-16,-0.050389933,-0.102956693,-0.113905525,21,100
Market-Adjusted Model,91684,2022-03-16,0.0287168918,-0.033021284,-0.034798701,21,100
Market-Adjusted Model,91688,2022-03-16,0.081236854,0.0170492146,0.0177212616,21,100
Market-Adjusted Model,91689,2022-03-16,0.0042643841,-0.043185866,-0.059251208,21,100
Market-Adjusted Model,91691,2022-03-16,0.0211769282,-0.042676804,-0.042338664,21,100
Market-Adjusted Model,91699,2022-03-16,-0.034352094,-0.09874171,-0.097867687,21,100
Market-Adjusted Model,91700,2022-03-16,-0.029730682,-0.094148027,-0.093246274,21,100
Market-Adjusted Model,91701,2022-03-16,-0.030441727,-0.094589317,-0.093957319,21,100
Market-Adjusted Model,91702,2022-03-16,-0.035632834,-0.10002881,-0.099148426,21,100
Market-Adjusted Model,91703,2022-03-16,-0.021570471,-0.085827939,-0.085086064,21,100
Market-Adjusted Model,91704,2022-03-16,-0.060118884,-0.12470572,-0.123634476,21,100
Market-Adjusted Model,91705,2022-03-16,-0.03837059,-0.103035219,-0.101886182,21,100
Market-Adjusted Model,91706,2022-03-16,-0.000770478,-0.06487058,-0.06428607,21,100
Market-Adjusted Model,91707,2022-03-16,0.0840803839,0.0872439654,0.0205647915,21,100
Market-Adjusted Model,91709,2022-03-16,0.09671449,0.0484823116,0.0331988976,21,100
Market-Adjusted Model,91710,2022-03-16,-0.009590407,-0.071468539,-0.073106,21,100
Market-Adjusted Model,91711,2022-03-16,-0.021476515,-0.081867459,-0.084992108,21,100
Market-Adjusted Model,91712,2022-03-16,0.0270522351,-0.036151627,-0.036463357,21,100
Market-Adjusted Model,91713,2022-03-16,0.0866625603,0.0359526113,0.0231469679,21,100
Market-Adjusted Model,91714,2022-03-16,-0.007477067,-0.06963845,-0.070992659,21,100
Market-Adjusted Model,91715,2022-03-16,0.0518489054,-0.005681877,-0.011666687,21,100
Market-Adjusted Model,91717,2022-03-16,-0.037488434,-0.099968294,-0.101004026,21,100
Market-Adjusted Model,91718,2022-03-16,-0.076954379,-0.135163648,-0.140469971,21,100
Market-Adjusted Model,91719,2022-03-16,0.0637937501,0.0066382956,0.0002781577,21,100
Market-Adjusted Model,91720,2022-03-16,-0.048716787,-0.110894224,-0.11223238,21,100
Market-Adjusted Model,91721,2022-03-16,-0.099099104,-0.155612093,-0.162614697,21,100
Market-Adjusted Model,91722,2022-03-16,0.0802819842,0.0254675104,0.0167663918,21,100
Market-Adjusted Model,91723,2022-03-16,0.0313653275,-0.029953192,-0.032150265,21,100
Market-Adjusted Model,91725,2022-03-16,0.0824405984,0.0160580745,0.018925006,21,100
Market-Adjusted Model,91727,2022-03-16,0.1221079604,0.0703662141,0.058592368,21,100
Market-Adjusted Model,91733,2022-03-16,0.314392841,0.233963595,0.2508772486,21,100
Market-Adjusted Model,91734,2022-03-16,0.0365810404,-0.001773201,-0.026934552,21,100
Market-Adjusted Model,91742,2022-03-16,0.249180339,0.1917571124,0.1856647466,21,100
Market-Adjusted Model,91747,2022-03-16,-0.058031316,-0.123455327,-0.121546908,21,100
Market-Adjusted Model,91749,2022-03-16,0.0731469014,0.010157751,0.009631309,21,100
Market-Adjusted Model,91754,2022-03-16,-0.036093989,-0.072254459,-0.099609582,21,100
Market-Adjusted Model,91757,2022-03-16,0.0601628092,-0.00213582,-0.003352783,21,100
Market-Adjusted Model,91758,2022-03-16,0.0042178148,-0.059676371,-0.059297778,21,100
Market-Adjusted Model,91760,2022-03-16,-0.006011965,-0.069904936,-0.069527557,21,100
Market-Adjusted Model,91774,2022-03-16,-0.211614817,-0.260464336,-0.27513041,21,100
Market-Adjusted Model,91776,2022-03-16,-0.155307988,-0.226855719,-0.218823581,21,100
Market-Adjusted Model,91777,2022-03-16,-0.194390731,-0.275960213,-0.257906324,21,100
Market-Adjusted Model,91778,2022-03-16,-0.147560265,-0.202892524,-0.211075857,21,100
Market-Adjusted Model,91779,2022-03-16,-0.196271957,-0.262408859,-0.25978755,21,100
Market-Adjusted Model,91780,2022-03-16,-0.130839183,-0.197590792,-0.194354776,21,100
Market-Adjusted Model,91781,2022-03-16,-0.132472273,-0.200516595,-0.195987865,21,100
Market-Adjusted Model,91782,2022-03-16,-0.128267457,-0.191025075,-0.191783049,21,100
Market-Adjusted Model,91784,2022-03-16,-0.10852943,-0.165818007,-0.172045022,21,100
Market-Adjusted Model,91785,2022-03-16,-0.126894464,-0.188059326,-0.190410056,21,100
Market-Adjusted Model,91786,2022-03-16,-0.212676261,-0.292193058,-0.276191853,21,100
Market-Adjusted Model,91787,2022-03-16,0.1590844806,0.1233290355,0.0955688882,21,100
Market-Adjusted Model,91788,2022-03-16,0.167141761,0.0963434131,0.1036261686,21,100
Market-Adjusted Model,91789,2022-03-16,0.2301586601,0.1471853019,0.1666430677,21,100
Market-Adjusted Model,91790,2022-03-16,0.1247550508,0.0749833012,0.0612394584,21,100
Market-Adjusted Model,91792,2022-03-16,0.1941290578,0.133323468,0.1306134654,21,100
Market-Adjusted Model,91793,2022-03-16,0.1300892096,0.0648423287,0.0665736172,21,100
Market-Adjusted Model,91794,2022-03-16,0.1350355719,0.0681827984,0.0715199795,21,100
Market-Adjusted Model,91795,2022-03-16,0.1215172638,0.0608588064,0.0580016714,21,100
Market-Adjusted Model,91796,2022-03-16,0.0879017111,0.0335205962,0.0243861187,21,100
Market-Adjusted Model,91797,2022-03-16,0.1063470377,0.0483848954,0.0428314453,21,100
Market-Adjusted Model,91798,2022-03-16,0.2408395207,0.1612448244,0.1773239283,21,100
Market-Adjusted Model,91801,2022-03-16,0.0600000185,0.0269629597,-0.003515574,21,100
Market-Adjusted Model,91806,2022-03-16,0.0507006409,-0.012869021,-0.012814952,21,100
Market-Adjusted Model,91808,2022-03-16,0.0227511713,-0.039158849,-0.040764421,21,100
Market-Adjusted Model,91809,2022-03-16,0.0443690009,-0.018005878,-0.019146591,21,100
Market-Adjusted Model,91810,2022-03-16,0.0655316222,0.0012258268,0.0020160298,21,100
Market-Adjusted Model,91811,2022-03-16,0.0607227591,-0.003070535,-0.002792833,21,100
Market-Adjusted Model,91814,2022-03-16,-0.032258096,-0.088270572,-0.095773689,21,100
Market-Adjusted Model,91815,2022-03-16,-0.021555806,-0.082574347,-0.085071399,21,100
Market-Adjusted Model,91818,2022-03-16,-0.074103365,-0.139657177,-0.137618958,21,100
Market-Adjusted Model,91822,2022-03-16,-0.110657752,-0.167672497,-0.174173344,21,100
Market-Adjusted Model,91826,2022-03-16,-0.105063279,-0.150840573,-0.168578871,21,100
Market-Adjusted Model,91827,2022-03-16,0.1072034943,0.0477373871,0.0436879019,21,100
Market-Adjusted Model,91828,2022-03-16,0.0661631043,0.0021307155,0.0026475119,21,100
Market-Adjusted Model,91832,2022-03-16,0.0139724162,-0.03840305,-0.049543176,21,100
Market-Adjusted Model,91834,2022-03-16,-0.038104072,-0.101561742,-0.101619665,21,100
Market-Adjusted Model,91836,2022-03-16,0.0739950191,0.0130760098,0.0104794267,21,100
Market-Adjusted Model,91845,2022-03-16,-0.017363693,0.0346187207,-0.080879286,21,100
Market-Adjusted Model,91849,2022-03-16,0.0699654858,0.0053174874,0.0064498934,21,100
Market-Adjusted Model,91850,2022-03-16,0.0034228472,-0.045503272,-0.060092745,21,100
Market-Adjusted Model,91855,2022-03-16,-0.018376901,-0.07889094,-0.081892493,21,100
Market-Adjusted Model,91856,2022-03-16,0.0385149556,-0.024406623,-0.025000637,21,100
Market-Adjusted Model,91858,2022-03-16,0.0075100232,-0.055352616,-0.056005569,21,100
Market-Adjusted Model,91872,2022-03-16,0.0189634125,-0.041119505,-0.04455218,21,100
Market-Adjusted Model,91873,2022-03-16,-0.030300147,-0.09463954,-0.09381574,21,100
Market-Adjusted Model,91874,2022-03-16,0.008324063,-0.055175459,-0.055191529,21,100
Market-Adjusted Model,91875,2022-03-16,0.1750945687,0.103518053,0.1115789763,21,100
Market-Adjusted Model,91876,2022-03-16,0.0524095658,-0.008573974,-0.011106027,21,100
Market-Adjusted Model,91877,2022-03-16,-0.023116643,-0.080300646,-0.086632235,21,100
Market-Adjusted Model,91878,2022-03-16,-0.06915984,-0.110133462,-0.132675432,21,100
Market-Adjusted Model,91879,2022-03-16,-0.001019131,-0.059967353,-0.064534723,21,100
Market-Adjusted Model,91886,2022-03-16,0.0294783198,-0.031893672,-0.034037273,21,100
Market-Adjusted Model,91895,2022-03-16,0.2402995108,0.164734266,0.1767839184,21,100
Market-Adjusted Model,91901,2022-03-16,-0.015075361,-0.072218147,-0.078590954,21,100
Market-Adjusted Model,91902,2022-03-16,0.1756983527,0.1053341798,0.1121827603,21,100
Market-Adjusted Model,91907,2022-03-16,-0.008020041,-0.065393063,-0.071535634,21,100
Market-Adjusted Model,91909,2022-03-16,0.4045346352,0.3433279779,0.3410190428,21,100
Market-Adjusted Model,91910,2022-03-16,-0.113306995,-0.170398809,-0.176822587,21,100
Market-Adjusted Model,91914,2022-03-16,0.0770245956,0.0122640833,0.0135090032,21,100
Market-Adjusted Model,91915,2022-03-16,0.0145518019,-0.033519243,-0.04896379,21,100
Market-Adjusted Model,91926,2022-03-16,0.0448991093,0.0010886668,-0.018616483,21,100
Market-Adjusted Model,91928,2022-03-16,0.0723684425,0.038116206,0.0088528501,21,100
Market-Adjusted Model,91929,2022-03-16,0.0717628844,0.0128182867,0.008247292,21,100
Market-Adjusted Model,91933,2022-03-16,-0.006495862,-0.07000949,-0.070011454,21,100
Market-Adjusted Model,91934,2022-03-16,-0.315980631,-0.346734452,-0.314020803,3,100
Market-Adjusted Model,91937,2022-03-16,0.0445058361,-0.018741499,-0.019009756,21,100
Market-Adjusted Model,91938,2022-03-16,-0.019531262,-0.08151766,-0.083046854,21,100
Market-Adjusted Model,91944,2022-03-16,0.0230990203,-0.039147192,-0.040416572,21,100
Market-Adjusted Model,91945,2022-03-16,0.0418911347,-0.020081071,-0.021624458,21,100
Market-Adjusted Model,91947,2022-03-16,0.2029794257,0.131305419,0.1394638333,21,100
Market-Adjusted Model,91948,2022-03-16,-0.049251848,-0.113160972,-0.112767441,21,100
Market-Adjusted Model,91949,2022-03-16,-0.041935125,-0.106610857,-0.105450718,21,100
Market-Adjusted Model,91950,2022-03-16,-0.022707283,-0.087017973,-0.086222876,21,100
Market-Adjusted Model,91952,2022-03-16,-0.033325199,-0.097687648,-0.096840791,21,100
Market-Adjusted Model,91959,2022-03-16,0.0219840056,-0.041115444,-0.041531587,21,100
Market-Adjusted Model,91964,2022-03-16,0.2333333004,0.2155797557,0.169817708,21,100
Market-Adjusted Model,91966,2022-03-16,0.025206559,-0.037730654,-0.038309033,21,100
Market-Adjusted Model,91968,2022-03-16,0.0211354896,-0.041610949,-0.042380103,21,100
Market-Adjusted Model,91975,2022-03-16,0.1231695927,0.0555114207,0.0596540003,21,100
Market-Adjusted Model,91977,2022-03-16,-0.066700801,-0.127075076,-0.130216394,21,100
Market-Adjusted Model,91978,2022-03-16,0.0029070484,-0.058338431,-0.060608544,21,100
Market-Adjusted Model,91983,2022-03-16,0.0901667592,0.0307123918,0.0266511668,21,100
Market-Adjusted Model,91989,2022-03-16,0.0456367536,-0.018007968,-0.017878839,21,100
Market-Adjusted Model,91990,2022-03-16,0.0512436505,-0.010331988,-0.012271942,21,100
Market-Adjusted Model,91991,2022-03-16,0.031250001,-0.032338299,-0.032265591,21,100
Market-Adjusted Model,91992,2022-03-16,0.0870924385,0.0209206835,0.0235768461,21,100
Market-Adjusted Model,91993,2022-03-16,0.0609239478,-0.003210812,-0.002591645,21,100
Market-Adjusted Model,91995,2022-03-16,0.0144257472,-0.044445857,-0.049089845,21,100
Market-Adjusted Model,91996,2022-03-16,0.0335482658,-0.030155815,-0.029967327,21,100
Market-Adjusted Model,91997,2022-03-16,0.1152870883,0.049596341,0.0517714959,21,100
Market-Adjusted Model,91998,2022-03-16,0.053515295,-0.008695241,-0.010000297,21,100
Market-Adjusted Model,91999,2022-03-16,0.0433646328,-0.019858187,-0.02015096,21,100
Market-Adjusted Model,92000,2022-03-16,0.0340756282,-0.027996993,-0.029439964,21,100
Market-Adjusted Model,92001,2022-03-16,0.1239531102,0.055669376,0.0604375178,21,100
Market-Adjusted Model,92002,2022-03-16,0.0500769073,-0.009686153,-0.013438685,21,100
Market-Adjusted Model,92003,2022-03-16,0.101627584,0.0335770545,0.0381119916,21,100
Market-Adjusted Model,92004,2022-03-16,0.0387340273,-0.023749863,-0.024781565,21,100
Market-Adjusted Model,92005,2022-03-16,0.0471614204,-0.015418012,-0.016354172,21,100
Market-Adjusted Model,92007,2022-03-16,0.0584937677,-0.006157376,-0.005021825,21,100
Market-Adjusted Model,92008,2022-03-16,0.0585058781,-0.003368034,-0.005009714,21,100
Market-Adjusted Model,92011,2022-03-16,0.0558959149,-0.003028636,-0.007619678,21,100
Market-Adjusted Model,92016,2022-03-16,-0.036729921,-0.100022233,-0.100245513,21,100
Market-Adjusted Model,92023,2022-03-16,-0.033391273,-0.09779995,-0.096906865,21,100
Market-Adjusted Model,92024,2022-03-16,-0.023158551,-0.086981237,-0.086674143,21,100
Market-Adjusted Model,92025,2022-03-16,-0.065740549,-0.130060326,-0.129256141,21,100
Market-Adjusted Model,92026,2022-03-16,-0.04022808,-0.104927585,-0.103743672,21,100
Market-Adjusted Model,92027,2022-03-16,0.0002187577,-0.063881123,-0.063296835,21,100
Market-Adjusted Model,92029,2022-03-16,0.0442690693,-0.016367296,-0.019246523,21,100
Market-Adjusted Model,92032,2022-03-16,0.11824447,0.0621350869,0.0547288776,21,100
Market-Adjusted Model,92035,2022-03-16,0.0753701136,0.0224336095,0.0118545212,21,100
Market-Adjusted Model,92040,2022-03-16,0.170523709,0.1109159774,0.1070081166,21,100
Market-Adjusted Model,92041,2022-03-16,-0.012604999,-0.072850442,-0.076120591,21,100
Market-Adjusted Model,92043,2022-03-16,0.0810984294,0.0221790491,0.0175828369,21,100
Market-Adjusted Model,92050,2022-03-16,0.0107728787,-0.037594137,-0.052742714,21,100
Market-Adjusted Model,92052,2022-03-16,0.0734597416,0.0175763897,0.0099441492,21,100
Market-Adjusted Model,92056,2022-03-16,-0.023230831,-0.059883644,-0.086746424,21,100
Market-Adjusted Model,92058,2022-03-16,0.0716818067,0.0068214333,0.0081662143,21,100
Market-Adjusted Model,92060,2022-03-16,0.0880594475,0.0218295623,0.024543855,21,100
Market-Adjusted Model,92061,2022-03-16,0.0461414646,-0.017729915,-0.017374128,21,100
Market-Adjusted Model,92064,2022-03-16,0.0948668941,0.0280300596,0.0313513017,21,100
Market-Adjusted Model,92089,2022-03-16,-0.133591085,-0.197515922,-0.197106677,21,100
Market-Adjusted Model,92090,2022-03-16,0.0551787196,-0.009350912,-0.008336873,21,100
Market-Adjusted Model,92091,2022-03-16,0.0652173999,0.0163732079,0.0017018075,21,100
Market-Adjusted Model,92095,2022-03-16,-0.033444836,-0.0853836,-0.096960428,21,100
Market-Adjusted Model,92096,2022-03-16,0.1522358687,0.0851763314,0.0887202763,21,100
Market-Adjusted Model,92097,2022-03-16,0.3567708762,0.2673536274,0.2932552837,21,100
Market-Adjusted Model,92102,2022-03-16,0.1612903569,0.0983801038,0.0977747645,21,100
Market-Adjusted Model,92108,2022-03-16,0.0280381398,-0.018523679,-0.035477453,21,100
Market-Adjusted Model,92110,2022-03-16,0.051959794,-0.009139366,-0.011555798,21,100
Market-Adjusted Model,92111,2022-03-16,0.0455683006,-0.009053333,-0.017947292,21,100
Market-Adjusted Model,92118,2022-03-16,0.3055555618,0.2148167385,0.2420399694,21,100
Market-Adjusted Model,92120,2022-03-16,-0.001659516,-0.063428557,-0.065175108,21,100
Market-Adjusted Model,92121,2022-03-16,-0.005268221,-0.060060721,-0.068783814,21,100
Market-Adjusted Model,92123,2022-03-16,0.0409509568,-0.02205394,-0.022564636,21,100
Market-Adjusted Model,92125,2022-03-16,0.0360115917,-0.027223725,-0.027504001,21,100
Market-Adjusted Model,92130,2022-03-16,0.3793103501,0.3630746203,0.3157947577,21,100
Market-Adjusted Model,92131,2022-03-16,0.0093896659,-0.024785956,-0.054125927,21,100
Market-Adjusted Model,92135,2022-03-16,0.084964717,0.0248937808,0.0214491246,21,100
Market-Adjusted Model,92136,2022-03-16,0.0186182096,-0.043022971,-0.044897383,21,100
Market-Adjusted Model,92140,2022-03-16,0.0442494514,-0.01813067,-0.019266141,21,100
Market-Adjusted Model,92141,2022-03-16,0.035532754,-0.025777452,-0.027982838,21,100
Market-Adjusted Model,92143,2022-03-16,0.0693228918,0.021361658,0.0058072994,21,100
Market-Adjusted Model,92152,2022-03-16,0.0230528887,-0.03912075,-0.040462704,21,100
Market-Adjusted Model,92157,2022-03-16,-0.012565581,-0.072452789,-0.076081174,21,100
Market-Adjusted Model,92170,2022-03-16,0.0218912422,-0.041646607,-0.04162435,21,100
Market-Adjusted Model,92172,2022-03-16,0.0825688631,0.0213660474,0.0190532707,21,100
Market-Adjusted Model,92173,2022-03-16,0.0242427003,-0.037990492,-0.039272892,21,100
Market-Adjusted Model,92181,2022-03-16,-0.078285761,-0.136170294,-0.141801353,21,100
Market-Adjusted Model,92187,2022-03-16,0.0429954966,-0.019116153,-0.020520096,21,100
Market-Adjusted Model,92189,2022-03-16,0.0217795164,-0.040785419,-0.041736076,21,100
Market-Adjusted Model,92203,2022-03-16,0.195888129,0.1275775813,0.1323725366,21,100
Market-Adjusted Model,92206,2022-03-16,-0.014836781,-0.075007322,-0.078352373,21,100
Market-Adjusted Model,92213,2022-03-16,0.259428613,0.2098368207,0.1959130206,21,100
Market-Adjusted Model,92220,2022-03-16,0.0049146061,-0.050868203,-0.058600986,21,100
Market-Adjusted Model,92221,2022-03-16,0.0758812323,0.0408488874,0.0123656399,21,100
Market-Adjusted Model,92222,2022-03-16,-0.417596024,-0.4635111,-0.481111617,21,100
Market-Adjusted Model,92230,2022-03-16,-0.05112905,-0.03868879,-0.114644643,21,100
Market-Adjusted Model,92240,2022-03-16,0.0801626514,0.0166577064,0.016647059,21,100
Market-Adjusted Model,92245,2022-03-16,0.1076555735,0.0481714219,0.0441399811,21,100
Market-Adjusted Model,92246,2022-03-16,0.0246002079,-0.034756112,-0.038915384,21,100
Market-Adjusted Model,92247,2022-03-16,0.0691664347,0.0040137719,0.0056508423,21,100
Market-Adjusted Model,92248,2022-03-16,-0.020510201,-0.076866117,-0.084025793,21,100
Market-Adjusted Model,92249,2022-03-16,0.0370582329,-0.025990415,-0.02645736,21,100
Market-Adjusted Model,92251,2022-03-16,0.0654362826,0.0002943804,0.0019206902,21,100
Market-Adjusted Model,92252,2022-03-16,0.190987189,0.2152878955,0.1274715966,21,100
Market-Adjusted Model,92257,2022-03-16,0.0024156565,-0.056536737,-0.061099936,21,100
Market-Adjusted Model,92261,2022-03-16,0.0635157986,0.0008369675,2.0618271E-7,21,100
Market-Adjusted Model,92262,2022-03-16,-0.063953502,-0.108776958,-0.127469094,21,100
Market-Adjusted Model,92271,2022-03-16,0.0210690465,-0.040476061,-0.042446546,21,100
Market-Adjusted Model,92273,2022-03-16,-0.030707975,-0.095197488,-0.094223568,21,100
Market-Adjusted Model,92274,2022-03-16,0.1005551288,0.0333984061,0.0370395364,21,100
Market-Adjusted Model,92279,2022-03-16,-0.006679305,-0.067701649,-0.070194897,21,100
Market-Adjusted Model,92280,2022-03-16,0.0287045364,-0.033457429,-0.034811056,21,100
Market-Adjusted Model,92291,2022-03-16,-0.041274321,-0.106143918,-0.104789914,21,100
Market-Adjusted Model,92293,2022-03-16,0.0074822844,-0.051718899,-0.056033308,21,100
Market-Adjusted Model,92294,2022-03-16,0.1400490488,0.1295254296,0.0765334564,21,100
Market-Adjusted Model,92301,2022-03-16,0.0542521862,0.0047628453,-0.009263406,21,100
Market-Adjusted Model,92303,2022-03-16,0.0544474112,-0.010357909,-0.009068181,21,100
Market-Adjusted Model,92309,2022-03-16,-0.005486714,-0.066812804,-0.069002307,21,100
Market-Adjusted Model,92318,2022-03-16,0.0161469251,-0.044491062,-0.047368667,21,100
Market-Adjusted Model,92322,2022-03-16,0.088723854,0.0270938816,0.0252082616,21,100
Market-Adjusted Model,92326,2022-03-16,0.4356260792,0.3298420332,0.3721104868,21,100
Market-Adjusted Model,92336,2022-03-16,-0.030858103,-0.095386404,-0.094373695,21,100
Market-Adjusted Model,92337,2022-03-16,-0.034665785,-0.099272266,-0.098181377,21,100
Market-Adjusted Model,92343,2022-03-16,0.0943157976,0.0283526337,0.0308002052,21,100
Market-Adjusted Model,92345,2022-03-16,0.0069146895,-0.0423913,-0.056600903,21,100
Market-Adjusted Model,92347,2022-03-16,-0.039549766,-0.104351271,-0.103065359,21,100
